"","mso_calc_type","region","season.annual.avg_loss","season.annual.beekeepers","season.annual.colonies","season.annual.exclusive_beekeepers","season.annual.exclusive_colonies","season.annual.operation.backyard","season.annual.operation.commercial","season.annual.operation.sideline","season.annual.total_loss","season.summer.avg_loss","season.summer.beekeepers","season.summer.colonies","season.summer.exclusive_beekeepers","season.summer.exclusive_colonies","season.summer.operation.backyard","season.summer.operation.commercial","season.summer.operation.sideline","season.summer.total_loss","season.winter.avg_loss","season.winter.beekeepers","season.winter.colonies","season.winter.exclusive_beekeepers","season.winter.exclusive_colonies","season.winter.operation.backyard","season.winter.operation.commercial","season.winter.operation.sideline","season.winter.total_loss","state","year"
"104","MSO in","North West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Idaho","2007/08"
"105","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illinois","2007/08"
"106","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indiana","2007/08"
"107","MSO in","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    44.93,    12.00,   723.00,   100.00,   100.00,    10.00,     1.00,     1.00,    40.25,"Iowa","2007/08"
"108","MSO in","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kansas","2007/08"
"109","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kentucky","2007/08"
"110","MSO in","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana","2007/08"
"111","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    14.14,     6.00, 45937.00,    16.67,     0.08,     1.00,     5.00,     0.00,    18.00,"Maine","2007/08"
"112","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    14.75,    14.00,  4013.00,   100.00,   100.00,     6.00,     3.00,     5.00,     7.56,"Maryland","2007/08"
"113","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massachusetts","2007/08"
"114","MSO in","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    51.06,    15.00,  6607.00,    93.33,    94.70,     8.00,     3.00,     4.00,    56.24,"Michigan","2007/08"
"115","MSO in","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minnesota","2007/08"
"116","MSO in","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    31.00,    14.00,  9145.00,   100.00,   100.00,     4.00,     4.00,     6.00,    26.75,"Mississippi","2007/08"
"117","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missouri","2007/08"
"118","MSO in","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    34.22,    13.00, 55330.00,    30.77,     0.78,     3.00,     9.00,     1.00,    27.70,"Montana","2007/08"
"119","MSO in","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","2011/12"
"120","MSO in","N/A",    30.12,    90.00, 94867.00,     0.00,     0.00,    39.00,    27.00,    24.00,    31.71,    12.81,    91.00, 94892.00,     0.00,     0.00,    40.00,    27.00,    24.00,    18.92,    22.16,   117.00,211884.00,     0.00,     0.00,    52.00,    35.00,    30.00,    24.52,"MultiStateOperation","2011/12"
"121","MSO in","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nebraska","2007/08"
"122","MSO in","West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nevada","2007/08"
"123","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Hampshire","2007/08"
"124","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    18.24,    15.00, 22622.00,    80.00,    12.03,     5.00,     4.00,     6.00,    15.09,"New Jersey","2007/08"
"125","MSO in","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    24.64,     7.00,  4850.00,    57.14,    79.90,     1.00,     1.00,     5.00,    20.53,"New Mexico","2007/08"
"126","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    24.49,    12.00, 26950.00,    75.00,    33.58,     3.00,     8.00,     1.00,    18.84,"New York","2007/08"
"127","MSO in","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    27.95,    16.00,  6532.00,   100.00,   100.00,     5.00,     4.00,     7.00,    27.50,"North Carolina","2007/08"
"128","MSO in","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    31.42,    18.00,103447.00,    16.67,     1.11,     2.00,    16.00,     0.00,    25.56,"North Dakota","2007/08"
"129","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    33.87,     9.00,  1365.00,   100.00,   100.00,     6.00,     2.00,     1.00,    42.43,"Ohio","2007/08"
"130","MSO in","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oklahoma","2007/08"
"131","MSO in","North West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon","2007/08"
"132","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    16.53,   192.00, 15974.00,    98.44,    48.32,   167.00,     6.00,    19.00,    26.23,"Pennsylvania","2007/08"
"133","MSO in","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","2007/08"
"134","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhode Island","2007/08"
"135","MSO in","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    37.78,     5.00,  5590.00,    80.00,    64.22,     0.00,     3.00,     2.00,    34.33,"South Carolina","2007/08"
"136","MSO in","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    41.39,    18.00, 99011.00,    83.33,    81.62,     3.00,    12.00,     3.00,    51.99,"South Dakota","2007/08"
"137","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    22.39,     8.00,   516.00,   100.00,   100.00,     5.00,     0.00,     3.00,    26.55,"Tennessee","2007/08"
"138","MSO in","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    40.75,     9.00, 52800.00,     0.00,     0.00,     0.00,     9.00,     0.00,    32.34,"Texas","2007/08"
"139","MSO in","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    42.18,    28.00, 17709.00,   100.00,   100.00,    13.00,    11.00,     4.00,    24.78,"Utah","2007/08"
"140","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vermont","2007/08"
"141","MSO in","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginia","2007/08"
"142","MSO in","North West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    10.67,     5.00, 21870.00,     0.00,     0.00,     0.00,     5.00,     0.00,    13.65,"Washington","2007/08"
"143","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    30.33,    17.00,  3399.00,    94.12,    63.96,    10.00,     3.00,     4.00,    51.57,"West Virginia","2007/08"
"144","MSO in","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    48.49,    15.00,  6122.00,    93.33,    56.71,     6.00,     4.00,     5.00,    33.83,"Wisconsin","2007/08"
"145","MSO in","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wyoming","2007/08"
"146","MSO in","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama","2008/09"
"147","MSO in","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska","2008/09"
"148","MSO in","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona","2008/09"
"149","MSO in","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","2012/13"
"150","MSO in","N/A",    45.38,   156.00,386054.00,     0.00,     0.00,    47.00,    73.00,    36.00,    46.49,    18.91,   163.00,397024.00,     0.00,     0.00,    49.00,    77.00,    37.00,    27.48,    35.05,   197.00,451785.00,     0.00,     0.00,    68.00,    87.00,    42.00,    28.93,"MultiStateOperation","2012/13"
"151","MSO in","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    28.34,    28.00,  7394.00,   100.00,   100.00,    15.00,     6.00,     7.00,    22.23,"Arkansas","2008/09"
"152","MSO in","West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    32.78,    60.00,266566.00,    30.00,     2.27,    14.00,    40.00,     6.00,    25.68,"California","2008/09"
"153","MSO in","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colorado","2008/09"
"154","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Connecticut","2008/09"
"155","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Columbia","2008/09"
"156","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delaware","2008/09"
"157","MSO in","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    19.07,    20.00, 28304.00,    55.00,    29.10,     9.00,     9.00,     2.00,    26.91,"Florida","2008/09"
"158","MSO in","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    25.09,    44.00,  7269.00,    95.45,    87.14,    29.00,     4.00,    11.00,    18.28,"Georgia","2008/09"
"159","MSO in","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaii","2008/09"
"160","MSO in","North West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    24.18,    14.00, 43449.00,    92.86,    87.80,     1.00,    10.00,     3.00,    33.12,"Idaho","2008/09"
"161","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illinois","2008/09"
"162","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indiana","2008/09"
"163","MSO in","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    63.39,    17.00, 11703.00,   100.00,   100.00,    11.00,     4.00,     2.00,    51.45,"Iowa","2008/09"
"164","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kentucky","2008/09"
"165","MSO in","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    37.54,    10.00, 60835.00,    70.00,    48.90,     2.00,     5.00,     3.00,    41.81,"Louisiana","2008/09"
"166","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    32.98,    38.00, 44971.00,    92.11,     0.38,    34.00,     3.00,     1.00,    21.74,"Maine","2008/09"
"167","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    21.01,    15.00,  5931.00,   100.00,   100.00,     8.00,     3.00,     4.00,    13.55,"Maryland","2008/09"
"168","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    43.99,    38.00, 20174.00,    97.37,     0.86,    37.00,     1.00,     0.00,    20.23,"Massachusetts","2008/09"
"169","MSO in","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    42.51,    21.00,  8722.00,    90.48,    62.16,    13.00,     5.00,     3.00,    17.87,"Michigan","2008/09"
"170","MSO in","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minnesota","2008/09"
"171","MSO in","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    37.88,    15.00, 18352.00,    73.33,     7.23,     7.00,     4.00,     4.00,    48.16,"Mississippi","2008/09"
"172","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missouri","2008/09"
"173","MSO in","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montana","2008/09"
"174","MSO in","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nebraska","2008/09"
"175","MSO in","West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nevada","2008/09"
"176","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Hampshire","2008/09"
"177","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Jersey","2008/09"
"178","MSO in","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Mexico","2008/09"
"179","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    29.00,    28.00, 35182.00,    89.29,    36.62,    13.00,     9.00,     6.00,    24.15,"New York","2008/09"
"180","MSO in","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    33.21,    51.00,  7635.00,   100.00,   100.00,    37.00,     2.00,    12.00,    39.43,"North Carolina","2008/09"
"181","MSO in","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    31.78,    24.00,209297.00,    12.50,     0.01,     3.00,    18.00,     3.00,    25.27,"North Dakota","2008/09"
"182","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    53.70,     9.00,    51.00,   100.00,   100.00,     9.00,     0.00,     0.00,    44.64,"Ohio","2008/09"
"183","MSO in","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oklahoma","2008/09"
"184","MSO in","North West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oregon","2008/09"
"185","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    33.88,   262.00, 11744.00,    98.09,    55.00,   232.00,     4.00,    26.00,    40.55,"Pennsylvania","2008/09"
"186","MSO in","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","2008/09"
"187","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    59.81,     5.00,    30.00,   100.00,   100.00,     5.00,     0.00,     0.00,    40.62,"Rhode Island","2008/09"
"188","MSO in","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Carolina","2008/09"
"189","MSO in","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    25.11,    27.00,162597.00,    22.22,     1.14,     5.00,    17.00,     5.00,    27.02,"South Dakota","2008/09"
"190","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,     6.49,     7.00,    42.00,   100.00,   100.00,     7.00,     0.00,     0.00,     8.06,"Tennessee","2008/09"
"191","MSO in","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    23.92,    11.00, 49401.00,     9.09,     0.00,     1.00,    10.00,     0.00,    29.31,"Texas","2008/09"
"192","MSO in","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    25.14,    27.00, 18921.00,    96.30,    71.99,    15.00,     8.00,     4.00,    36.39,"Utah","2008/09"
"193","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vermont","2008/09"
"194","MSO in","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    44.25,    36.00,   161.00,   100.00,   100.00,    36.00,     0.00,     0.00,    46.41,"Virginia","2008/09"
"195","MSO in","North West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    30.08,     8.00, 43708.00,    62.50,     0.12,     5.00,     3.00,     0.00,    20.45,"Washington","2008/09"
"196","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Virginia","2008/09"
"197","MSO in","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    39.32,    17.00,  3871.00,   100.00,   100.00,     8.00,     3.00,     6.00,    44.67,"Wisconsin","2008/09"
"198","MSO in","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wyoming","2008/09"
"199","MSO in","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    35.66,    46.00,  1357.00,    95.65,    95.28,    39.00,     0.00,     7.00,    28.92,"Alabama","2009/10"
"200","MSO in","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska","2009/10"
"201","MSO in","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    32.72,     5.00,  2136.00,    40.00,     7.12,     2.00,     1.00,     2.00,    12.83,"Arizona","2009/10"
"202","MSO in","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    26.79,    50.00,   447.00,    96.00,    98.43,    49.00,     0.00,     1.00,    23.48,"Arkansas","2009/10"
"203","MSO in","West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    39.35,   166.00,333778.00,    62.65,     6.44,    87.00,    62.00,    17.00,    31.70,"California","2009/10"
"204","MSO in","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    42.47,    99.00,  6627.00,    94.95,    13.99,    93.00,     1.00,     5.00,    33.02,"Colorado","2009/10"
"205","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    50.62,    58.00,   742.00,    87.93,    38.14,    55.00,     0.00,     3.00,    50.53,"Connecticut","2009/10"
"206","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Columbia","2009/10"
"207","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    54.84,    15.00,    95.00,    93.33,    92.63,    15.00,     0.00,     0.00,    54.81,"Delaware","2009/10"
"208","MSO in","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    28.94,   153.00, 32900.00,    89.54,    12.23,   130.00,    11.00,    12.00,    53.37,"Florida","2009/10"
"209","MSO in","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    43.20,    87.00,  7165.00,    91.95,     8.90,    78.00,     6.00,     3.00,    47.66,"Georgia","2009/10"
"210","MSO in","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    11.46,     8.00,    51.00,    87.50,    92.16,     8.00,     0.00,     0.00,    21.43,"Hawaii","2009/10"
"211","MSO in","North West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    43.78,    27.00, 23211.00,    92.59,     0.91,    24.00,     2.00,     1.00,    27.30,"Idaho","2009/10"
"212","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    48.26,    49.00,   958.00,    87.76,    27.14,    45.00,     0.00,     4.00,    73.04,"Illinois","2009/10"
"213","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    47.50,    85.00,  4141.00,    95.29,    18.28,    81.00,     1.00,     3.00,    57.13,"Indiana","2009/10"
"214","MSO in","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    57.07,    56.00,  1141.00,    94.64,    55.74,    52.00,     0.00,     4.00,    73.35,"Iowa","2009/10"
"215","MSO in","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    40.96,    10.00,  5251.00,    70.00,     1.45,     7.00,     2.00,     1.00,    39.25,"Kansas","2009/10"
"216","MSO in","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    38.06,    25.00,   613.00,    88.00,    61.34,    22.00,     0.00,     3.00,    48.86,"Kentucky","2009/10"
"217","MSO in","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana","2009/10"
"218","MSO in","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    22.85,    89.00, 13945.00,    92.13,     3.41,    84.00,     4.00,     1.00,    56.98,"Maine","2009/10"
